Ticker,Sector,Industry,Stock_Type,Year,Price,Funda_Score,Funda_Label,GPM (%) | Raw,GPM (%) | Skor(1-5),GPM (%) | Bobot,GPM (%) | Kontribusi,OPM (%) | Raw,OPM (%) | Skor(1-5),OPM (%) | Bobot,OPM (%) | Kontribusi,NPM (%) | Raw,NPM (%) | Skor(1-5),NPM (%) | Bobot,NPM (%) | Kontribusi,ROE (%) | Raw,ROE (%) | Skor(1-5),ROE (%) | Bobot,ROE (%) | Kontribusi,ROA (%) | Raw,ROA (%) | Skor(1-5),ROA (%) | Bobot,ROA (%) | Kontribusi,FCF/Net Income | Raw,FCF/Net Income | Skor(1-5),FCF/Net Income | Bobot,FCF/Net Income | Kontribusi,DER (x) | Raw,DER (x) | Skor(1-5),DER (x) | Bobot,DER (x) | Kontribusi,DAR (x) | Raw,DAR (x) | Skor(1-5),DAR (x) | Bobot,DAR (x) | Kontribusi,Interest Cov. (x) | Raw,Interest Cov. (x) | Skor(1-5),Interest Cov. (x) | Bobot,Interest Cov. (x) | Kontribusi,Net Debt/EBITDA (x) | Raw,Net Debt/EBITDA (x) | Skor(1-5),Net Debt/EBITDA (x) | Bobot,Net Debt/EBITDA (x) | Kontribusi,PER (x) | Raw,PER (x) | Skor(1-5),PER (x) | Bobot,PER (x) | Kontribusi,PBV (x) | Raw,PBV (x) | Skor(1-5),PBV (x) | Bobot,PBV (x) | Kontribusi,EV/EBITDA (x) | Raw,EV/EBITDA (x) | Skor(1-5),EV/EBITDA (x) | Bobot,EV/EBITDA (x) | Kontribusi,Div. Yield (%) | Raw,Div. Yield (%) | Skor(1-5),Div. Yield (%) | Bobot,Div. Yield (%) | Kontribusi,Revenue CAGR 3Y (%) | Raw,Revenue CAGR 3Y (%) | Skor(1-5),Revenue CAGR 3Y (%) | Bobot,Revenue CAGR 3Y (%) | Kontribusi,EPS CAGR 3Y (%) | Raw,EPS CAGR 3Y (%) | Skor(1-5),EPS CAGR 3Y (%) | Bobot,EPS CAGR 3Y (%) | Kontribusi,Current Ratio (x) | Raw,Current Ratio (x) | Skor(1-5),Current Ratio (x) | Bobot,Current Ratio (x) | Kontribusi,Inventory TO (x) | Raw,Inventory TO (x) | Skor(1-5),Inventory TO (x) | Bobot,Inventory TO (x) | Kontribusi,Asset Turnover (x) | Raw,Asset Turnover (x) | Skor(1-5),Asset Turnover (x) | Bobot,Asset Turnover (x) | Kontribusi,Receivables TO (x) | Raw,Receivables TO (x) | Skor(1-5),Receivables TO (x) | Bobot,Receivables TO (x) | Kontribusi,Cash Conv. Cycle (hari) | Raw,Cash Conv. Cycle (hari) | Skor(1-5),Cash Conv. Cycle (hari) | Bobot,Cash Conv. Cycle (hari) | Kontribusi,NPM Bank (%) | Raw,NPM Bank (%) | Skor(1-5),NPM Bank (%) | Bobot,NPM Bank (%) | Kontribusi,ROE Bank (%) | Raw,ROE Bank (%) | Skor(1-5),ROE Bank (%) | Bobot,ROE Bank (%) | Kontribusi,ROA Bank (%) | Raw,ROA Bank (%) | Skor(1-5),ROA Bank (%) | Bobot,ROA Bank (%) | Kontribusi,FCF/Net Income Bank | Raw,FCF/Net Income Bank | Skor(1-5),FCF/Net Income Bank | Bobot,FCF/Net Income Bank | Kontribusi,Risk Factor | Raw,Risk Factor | Skor(1-5),Risk Factor | Bobot,Risk Factor | Kontribusi,Asset Turnover Bank (x) | Raw,Asset Turnover Bank (x) | Skor(1-5),Asset Turnover Bank (x) | Bobot,Asset Turnover Bank (x) | Kontribusi,PER Bank (x) | Raw,PER Bank (x) | Skor(1-5),PER Bank (x) | Bobot,PER Bank (x) | Kontribusi,PBV Bank (x) | Raw,PBV Bank (x) | Skor(1-5),PBV Bank (x) | Bobot,PBV Bank (x) | Kontribusi,Div. Yield Bank (%) | Raw,Div. Yield Bank (%) | Skor(1-5),Div. Yield Bank (%) | Bobot,Div. Yield Bank (%) | Kontribusi,Revenue CAGR 3Y Bank (%) | Raw,Revenue CAGR 3Y Bank (%) | Skor(1-5),Revenue CAGR 3Y Bank (%) | Bobot,Revenue CAGR 3Y Bank (%) | Kontribusi,EPS CAGR 3Y Bank (%) | Raw,EPS CAGR 3Y Bank (%) | Skor(1-5),EPS CAGR 3Y Bank (%) | Bobot,EPS CAGR 3Y Bank (%) | Kontribusi,GPM Karya (%) | Raw,GPM Karya (%) | Skor(1-5),GPM Karya (%) | Bobot,GPM Karya (%) | Kontribusi,OPM Karya (%) | Raw,OPM Karya (%) | Skor(1-5),OPM Karya (%) | Bobot,OPM Karya (%) | Kontribusi,DER Karya (x) | Raw,DER Karya (x) | Skor(1-5),DER Karya (x) | Bobot,DER Karya (x) | Kontribusi,Interest Cov. Karya (x) | Raw,Interest Cov. Karya (x) | Skor(1-5),Interest Cov. Karya (x) | Bobot,Interest Cov. Karya (x) | Kontribusi,Net Debt/EBITDA Karya (x) | Raw,Net Debt/EBITDA Karya (x) | Skor(1-5),Net Debt/EBITDA Karya (x) | Bobot,Net Debt/EBITDA Karya (x) | Kontribusi,Current Ratio Karya (x) | Raw,Current Ratio Karya (x) | Skor(1-5),Current Ratio Karya (x) | Bobot,Current Ratio Karya (x) | Kontribusi,Receivables TO Karya (x) | Raw,Receivables TO Karya (x) | Skor(1-5),Receivables TO Karya (x) | Bobot,Receivables TO Karya (x) | Kontribusi
LPPF.JK,Consumer Cyclical,Specialty Retail,umum,2022,3206.68,7.67,✅ BAGUS,35.6343,4,0.03,0.12,12.8931,3,0.08,0.24,11.1995,4,0.08,0.32,238.4191,5,0.12,0.6,24.0551,5,0.04,0.2,,,0.05,0,8.9114,1,0.06,0.06,0.8991,1,0.02,0.02,7.2866,4,0.06,0.24,1.6195,4,0.06,0.24,5.4814,5,0.06,0.3,13.0686,1,0.06,0.06,6.3808,5,0.05,0.25,7.8646,5,0.06,0.3,,,0.03,0,,,0.03,0,0.6138,1,0.03,0.03,8.8722,5,0.03,0.15,2.1479,5,0.03,0.15,191.5643,5,0.02,0.1,-12.5253,5,0.03,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LPPF.JK,Consumer Cyclical,Specialty Retail,umum,2021,2684.89,3.39,❌ BURUK,0,1,0.03,0.03,0,1,0.08,0.08,0,2,0.08,0.16,0,1,0.12,0.12,0,1,0.04,0.04,,,0.05,0,0,5,0.06,0.3,0,5,0.02,0.1,0,1,0.06,0.06,,,0.06,0,,,0.06,0,,,0.06,0,,,0.05,0,0,2,0.06,0.12,,,0.03,0,,,0.03,0,0,1,0.03,0.03,0,1,0.03,0.03,0,1,0.03,0.03,0,1,0.02,0.02,,,0.03,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUCY.JK,Consumer Cyclical,Restaurants / Travel Services,umum,2025,530,3.71,⚠️ KURANG,55.4727,5,0.03,0.15,-67.9492,1,0.08,0.08,-52.37,1,0.08,0.08,-195.0331,1,0.12,0.12,-51.8183,1,0.04,0.04,,,0.05,0,2.6039,1,0.06,0.06,0.6918,2,0.02,0.04,-12.8783,1,0.06,0.06,,,0.06,0,,,0.06,0,36.2381,1,0.06,0.06,,,0.05,0,0,2,0.06,0.12,,,0.03,0,,,0.03,0,0.8684,2,0.03,0.06,10.2671,5,0.03,0.15,0.9895,4,0.03,0.12,40.9776,5,0.02,0.1,-8.2854,5,0.03,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUCY.JK,Consumer Cyclical,Restaurants / Travel Services,umum,2024,132,3.52,⚠️ KURANG,64.4767,5,0.03,0.15,-20.1336,1,0.08,0.08,-12.5303,1,0.08,0.08,0,1,0.12,0.12,0,1,0.04,0.04,,,0.05,0,0,5,0.06,0.3,0,5,0.02,0.1,-6.4746,1,0.06,0.06,,,0.06,0,,,0.06,0,,,0.06,0,,,0.05,0,0,2,0.06,0.12,,,0.03,0,,,0.03,0,0,1,0.03,0.03,0,1,0.03,0.03,0,1,0.03,0.03,0,1,0.02,0.02,,,0.03,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPA.JK,Consumer Cyclical,Specialty Retail,umum,TTM,660,6.76,✅ BAGUS,47.5321,4,0.03,0.12,17.5977,4,0.08,0.32,8.6437,3,0.08,0.24,14.0135,4,0.12,0.48,8.6131,4,0.04,0.16,,,0.05,0,0.6123,4,0.06,0.24,0.3763,4,0.02,0.08,21.3954,5,0.06,0.3,,,0.06,0,15.4039,3,0.06,0.18,2.1586,2,0.06,0.12,,,0.05,0,0,2,0.06,0.12,138.3756,5,0.03,0.15,-418.6356,1,0.03,0.03,2.1587,4,0.03,0.12,1.3112,1,0.03,0.03,0.9965,4,0.03,0.12,37.0616,5,0.02,0.1,213.2651,1,0.03,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPA.JK,Consumer Cyclical,Specialty Retail,umum,2025,670,7.37,✅ BAGUS,47.1417,4,0.03,0.12,12.8964,3,0.08,0.24,8.9258,3,0.08,0.24,19.7461,4,0.12,0.48,12.1365,5,0.04,0.2,,,0.05,0,0.6123,4,0.06,0.24,0.3763,4,0.02,0.08,16.2785,5,0.06,0.3,0.169,5,0.06,0.3,11.0975,4,0.06,0.24,2.1913,2,0.06,0.12,7.8497,4,0.05,0.2,0.597,2,0.06,0.12,25.2972,5,0.03,0.15,13.5488,4,0.03,0.12,2.1587,4,0.03,0.12,1.8024,1,0.03,0.03,1.3597,5,0.03,0.15,50.5719,5,0.02,0.1,155.1903,2,0.03,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPA.JK,Consumer Cyclical,Specialty Retail,umum,2024,1063.97,6.61,✅ BAGUS,46.1017,4,0.03,0.12,12.2508,3,0.08,0.24,7.8792,3,0.08,0.24,19.4523,4,0.12,0.48,10.5458,5,0.04,0.2,,,0.05,0,0.8217,4,0.06,0.24,0.4455,3,0.02,0.06,11.3633,5,0.06,0.3,0.7449,5,0.06,0.3,22.3984,2,0.06,0.12,4.357,1,0.06,0.06,15.1507,2,0.05,0.1,0.4699,2,0.06,0.12,,,0.03,0,,,0.03,0,1.7331,4,0.03,0.12,1.7849,1,0.03,0.03,1.3384,5,0.03,0.15,43.4245,5,0.02,0.1,158.8844,2,0.03,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPA.JK,Consumer Cyclical,Specialty Retail,umum,2023,809.83,7.22,✅ BAGUS,48.6574,4,0.03,0.12,14.6786,3,0.08,0.24,10.2405,4,0.08,0.32,24.3649,5,0.12,0.6,12.852,5,0.04,0.2,,,0.05,0,0.8645,4,0.06,0.24,0.456,3,0.02,0.06,18.1884,5,0.06,0.3,0.687,5,0.06,0.3,16.6251,3,0.06,0.18,4.0507,1,0.06,0.06,12.2855,3,0.05,0.15,0.4939,2,0.06,0.12,,,0.03,0,,,0.03,0,1.7584,4,0.03,0.12,1.6134,1,0.03,0.03,1.255,5,0.03,0.15,26.6081,5,0.02,0.1,192.4018,1,0.03,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPA.JK,Consumer Cyclical,Specialty Retail,umum,2022,377.96,8.11,⭐ SANGAT BAGUS,47.8533,4,0.03,0.12,16.3628,4,0.08,0.32,11.993,4,0.08,0.32,26.3655,5,0.12,0.6,15.8284,5,0.04,0.2,,,0.05,0,0.6623,4,0.06,0.24,0.3976,4,0.02,0.08,26.9276,5,0.06,0.3,-1,5,0.06,0.3,9.1652,5,0.06,0.3,2.4164,2,0.06,0.12,6.6783,5,0.05,0.25,0,2,0.06,0.12,,,0.03,0,,,0.03,0,2.2531,4,0.03,0.12,1.8699,1,0.03,0.03,1.3198,5,0.03,0.15,24.4193,5,0.02,0.1,162.4335,2,0.03,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPA.JK,Consumer Cyclical,Specialty Retail,umum,2021,249.35,3.39,❌ BURUK,0,1,0.03,0.03,0,1,0.08,0.08,0,2,0.08,0.16,0,1,0.12,0.12,0,1,0.04,0.04,,,0.05,0,0,5,0.06,0.3,0,5,0.02,0.1,0,1,0.06,0.06,,,0.06,0,,,0.06,0,,,0.06,0,,,0.05,0,0,2,0.06,0.12,,,0.03,0,,,0.03,0,0,1,0.03,0.03,0,1,0.03,0.03,0,1,0.03,0.03,0,1,0.02,0.02,,,0.03,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPB.JK,Consumer Cyclical,Restaurants / Travel Services,umum,TTM,1520,4,⚠️ KURANG,69.0859,5,0.03,0.15,-3.6958,1,0.08,0.08,-4.659,1,0.08,0.08,-10.7905,1,0.12,0.12,-5.3518,1,0.04,0.04,,,0.05,0,1.0162,3,0.06,0.18,0.504,3,0.02,0.06,-3.3917,1,0.06,0.06,,,0.06,0,,,0.06,0,2.5978,2,0.06,0.12,,,0.05,0,0,2,0.06,0.12,-6.8167,1,0.03,0.03,,,0.03,0,0.641,1,0.03,0.03,5.9327,4,0.03,0.12,1.1487,4,0.03,0.12,68.508,5,0.02,0.1,-31.7212,5,0.03,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPB.JK,Consumer Cyclical,Restaurants / Travel Services,umum,2025,1535,4,⚠️ KURANG,69.0859,5,0.03,0.15,-3.6958,1,0.08,0.08,-4.659,1,0.08,0.08,-10.7905,1,0.12,0.12,-5.3518,1,0.04,0.04,,,0.05,0,1.0162,3,0.06,0.18,0.504,3,0.02,0.06,-3.3917,1,0.06,0.06,,,0.06,0,,,0.06,0,2.6234,2,0.06,0.12,,,0.05,0,0,2,0.06,0.12,-198.9252,1,0.03,0.03,,,0.03,0,0.641,1,0.03,0.03,5.9327,4,0.03,0.12,1.1487,4,0.03,0.12,68.508,5,0.02,0.1,-31.7212,5,0.03,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPB.JK,Consumer Cyclical,Restaurants / Travel Services,umum,2024,1200,4.4,⚠️ KURANG,69.7514,5,0.03,0.15,-2.4404,1,0.08,0.08,-4.5273,1,0.08,0.08,-9.4467,1,0.12,0.12,-4.9294,1,0.04,0.04,,,0.05,0,0.9164,4,0.06,0.24,0.4782,3,0.02,0.06,-2.0522,1,0.06,0.06,,,0.06,0,,,0.06,0,1.8522,3,0.06,0.18,,,0.05,0,0,2,0.06,0.12,,,0.03,0,,,0.03,0,0.685,1,0.03,0.03,7.2028,4,0.03,0.12,1.0888,4,0.03,0.12,64.573,5,0.02,0.1,-45.1394,5,0.03,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPB.JK,Consumer Cyclical,Restaurants / Travel Services,umum,2023,1940,5.41,🟡 CUKUP,69.0193,5,0.03,0.15,4.7241,1,0.08,0.08,2.6166,2,0.08,0.16,6.2042,2,0.12,0.24,3.2252,3,0.04,0.12,,,0.05,0,0.9236,4,0.06,0.24,0.4802,3,0.02,0.06,5.8871,4,0.06,0.24,-1,5,0.06,0.3,44.2677,1,0.06,0.06,2.7464,2,0.06,0.12,24.4308,1,0.05,0.05,0,2,0.06,0.12,,,0.03,0,,,0.03,0,0.7239,1,0.03,0.03,6.4264,4,0.03,0.12,1.2326,5,0.03,0.15,73.6087,5,0.02,0.1,-4.7695,5,0.03,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPB.JK,Consumer Cyclical,Restaurants / Travel Services,umum,2022,1895,5.78,🟡 CUKUP,68.4346,5,0.03,0.15,6.7599,2,0.08,0.16,3.9399,2,0.08,0.16,11.7527,3,0.12,0.36,5.2933,4,0.04,0.16,,,0.05,0,1.2203,3,0.06,0.18,0.5496,3,0.02,0.06,7.7093,4,0.06,0.24,0.6569,5,0.06,0.3,30.3793,1,0.06,0.06,3.5704,1,0.06,0.06,18.3629,2,0.05,0.1,0,2,0.06,0.12,,,0.03,0,,,0.03,0,0.5318,1,0.03,0.03,6.0422,4,0.03,0.12,1.3435,5,0.03,0.15,45.9918,5,0.02,0.1,-22.587,5,0.03,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPB.JK,Consumer Cyclical,Restaurants / Travel Services,umum,2021,1610,3.39,❌ BURUK,0,1,0.03,0.03,0,1,0.08,0.08,0,2,0.08,0.16,0,1,0.12,0.12,0,1,0.04,0.04,,,0.05,0,0,5,0.06,0.3,0,5,0.02,0.1,0,1,0.06,0.06,,,0.06,0,,,0.06,0,,,0.06,0,,,0.05,0,0,2,0.06,0.12,,,0.03,0,,,0.03,0,0,1,0.03,0.03,0,1,0.03,0.03,0,1,0.03,0.03,0,1,0.02,0.02,,,0.03,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPI.JK,Consumer Cyclical,Specialty Retail,umum,TTM,1290,6.69,✅ BAGUS,41.7645,4,0.03,0.12,9.4983,2,0.08,0.16,5.3219,3,0.08,0.24,16.345,4,0.12,0.48,6.9612,4,0.04,0.16,,,0.05,0,1.1168,3,0.06,0.18,0.4756,3,0.02,0.06,7.5437,4,0.06,0.24,,,0.06,0,9.3718,5,0.06,0.3,1.5318,3,0.06,0.18,,,0.05,0,0.0003,2,0.06,0.12,5.4992,3,0.03,0.09,6.4633,3,0.03,0.09,1.6093,4,0.03,0.12,2.6764,2,0.03,0.06,1.308,5,0.03,0.15,55.4994,5,0.02,0.1,95.8599,2,0.03,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPI.JK,Consumer Cyclical,Specialty Retail,umum,2025,1165,7.24,✅ BAGUS,41.6734,4,0.03,0.12,9.8037,2,0.08,0.16,5.1787,3,0.08,0.24,15.9602,4,0.12,0.48,6.7973,4,0.04,0.16,,,0.05,0,1.1168,3,0.06,0.18,0.4756,3,0.02,0.06,7.842,4,0.06,0.24,0.6451,5,0.06,0.3,8.6677,5,0.06,0.3,1.3834,3,0.06,0.18,5.2238,5,0.05,0.25,1.0421,2,0.06,0.12,13.271,4,0.03,0.12,175.1978,5,0.03,0.15,1.6093,4,0.03,0.12,2.6899,2,0.03,0.06,1.3125,5,0.03,0.15,55.6909,5,0.02,0.1,95.3913,2,0.03,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPI.JK,Consumer Cyclical,Specialty Retail,umum,2024,1398.54,6.52,✅ BAGUS,42.6591,4,0.03,0.12,8.9298,2,0.08,0.16,4.6718,2,0.08,0.16,15.1055,4,0.12,0.48,5.9868,4,0.04,0.16,,,0.05,0,1.2882,3,0.06,0.18,0.5106,3,0.02,0.06,5.9538,4,0.06,0.24,1.1202,4,0.06,0.24,13.1339,4,0.06,0.24,1.9839,3,0.06,0.18,7.9914,4,0.05,0.2,0.7611,2,0.06,0.12,,,0.03,0,,,0.03,0,1.4437,3,0.03,0.09,2.6171,2,0.03,0.06,1.2815,5,0.03,0.15,46.4163,5,0.02,0.1,94.5121,2,0.03,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPI.JK,Consumer Cyclical,Specialty Retail,umum,2023,1765.3,6.3,🟡 CUKUP,41.2788,4,0.03,0.12,9.5884,2,0.08,0.16,5.1786,3,0.08,0.24,18.9401,4,0.12,0.48,6.8814,4,0.04,0.16,,,0.05,0,1.5109,2,0.06,0.12,0.5489,3,0.02,0.06,8.0349,4,0.06,0.24,1.3255,4,0.06,0.24,15.4757,3,0.06,0.18,2.9311,2,0.06,0.12,9.6838,4,0.05,0.2,0.5728,2,0.06,0.12,,,0.03,0,,,0.03,0,1.3566,3,0.03,0.09,2.6547,2,0.03,0.06,1.3288,5,0.03,0.15,47.8181,5,0.02,0.1,100.8742,2,0.03,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPI.JK,Consumer Cyclical,Specialty Retail,umum,2022,1418.26,7.35,✅ BAGUS,40.5777,4,0.03,0.12,10.4106,3,0.08,0.24,7.1441,3,0.08,0.24,26.0295,5,0.12,0.6,10.0791,5,0.04,0.2,,,0.05,0,1.3835,3,0.06,0.18,0.5357,3,0.02,0.06,6.7855,4,0.06,0.24,0.5902,5,0.06,0.3,11.1163,4,0.06,0.24,2.8935,2,0.06,0.12,8.2186,4,0.05,0.2,0,2,0.06,0.12,,,0.03,0,,,0.03,0,1.4195,3,0.03,0.09,3.749,3,0.03,0.09,1.4108,5,0.03,0.15,43.0043,5,0.02,0.1,56.4125,3,0.03,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPI.JK,Consumer Cyclical,Specialty Retail,umum,2021,696.86,3.39,❌ BURUK,0,1,0.03,0.03,0,1,0.08,0.08,0,2,0.08,0.16,0,1,0.12,0.12,0,1,0.04,0.04,,,0.05,0,0,5,0.06,0.3,0,5,0.02,0.1,0,1,0.06,0.06,,,0.06,0,,,0.06,0,,,0.06,0,,,0.05,0,0,2,0.06,0.12,,,0.03,0,,,0.03,0,0,1,0.03,0.03,0,1,0.03,0.03,0,1,0.03,0.03,0,1,0.02,0.02,,,0.03,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDIA.JK,Industrials,Entertainment,umum,TTM,76,3.33,❌ BURUK,53.029,5,0.03,0.15,16.6177,4,0.08,0.32,-161.9132,1,0.08,0.08,-109.5066,1,0.12,0.12,-24.3165,1,0.04,0.04,,,0.05,0,3.4853,1,0.06,0.06,0.7739,2,0.02,0.04,1.4514,2,0.06,0.12,,,0.06,0,,,0.06,0,3.0962,1,0.06,0.06,,,0.05,0,0,2,0.06,0.12,-5.7678,1,0.03,0.03,,,0.03,0,0.6194,1,0.03,0.03,1.4069,1,0.03,0.03,0.1502,1,0.03,0.03,3.3357,1,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDIA.JK,Industrials,Entertainment,umum,2024,10,3.7,⚠️ KURANG,48.1343,4,0.03,0.12,6.0676,2,0.08,0.16,-140.8653,1,0.08,0.08,-96.8417,1,0.12,0.12,-21.6893,1,0.04,0.04,,,0.05,0,3.4469,1,0.06,0.06,0.772,2,0.02,0.04,12.4031,5,0.06,0.3,45.0742,1,0.06,0.06,,,0.06,0,0.4029,5,0.06,0.3,54.732,1,0.05,0.05,0,2,0.06,0.12,-20.9406,1,0.03,0.03,,,0.03,0,0.2645,1,0.03,0.03,1.5382,1,0.03,0.03,0.154,1,0.03,0.03,3.7216,1,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDIA.JK,Industrials,Entertainment,umum,2023,50,3.11,❌ BURUK,30.8532,4,0.03,0.12,-19.4422,1,0.08,0.08,-123.324,1,0.08,0.08,-50.1606,1,0.12,0.12,-12.0998,1,0.04,0.04,,,0.05,0,3.1363,1,0.06,0.06,0.7565,2,0.02,0.04,-0.223,1,0.06,0.06,,,0.06,0,,,0.06,0,1.025,3,0.06,0.18,,,0.05,0,0,2,0.06,0.12,,,0.03,0,,,0.03,0,1.1954,3,0.03,0.09,2.1239,2,0.03,0.06,0.0981,1,0.03,0.03,4.1603,2,0.02,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDIA.JK,Industrials,Entertainment,umum,2022,52,3.64,⚠️ KURANG,49.5094,4,0.03,0.12,12.3858,3,0.08,0.24,2.5005,2,0.08,0.16,1.0814,1,0.12,0.12,0.4067,1,0.04,0.04,,,0.05,0,1.653,2,0.06,0.12,0.6216,2,0.02,0.04,0.3468,1,0.06,0.06,11.4754,1,0.06,0.06,64.4189,1,0.06,0.06,0.6966,4,0.06,0.24,24.4806,1,0.05,0.05,0,2,0.06,0.12,,,0.03,0,,,0.03,0,1.3694,3,0.03,0.09,0.9265,1,0.03,0.03,0.1626,1,0.03,0.03,5.2895,2,0.02,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDIA.JK,Industrials,Entertainment,umum,2021,50,4.85,⚠️ KURANG,51.4575,5,0.03,0.15,17.5392,4,0.08,0.32,6.0248,3,0.08,0.24,3.1225,1,0.12,0.12,1.4937,2,0.04,0.08,,,0.05,0,1.0832,3,0.06,0.18,0.5182,3,0.02,0.06,0.6859,1,0.06,0.06,4.1975,2,0.06,0.12,24.0318,2,0.06,0.12,0.7504,4,0.06,0.24,12.4526,3,0.05,0.15,0,2,0.06,0.12,,,0.03,0,,,0.03,0,1.7701,4,0.03,0.12,1.0667,1,0.03,0.03,0.2479,1,0.03,0.03,3.668,1,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDIY.JK,Consumer Cyclical,Specialty Retail,umum,TTM,890,6.73,✅ BAGUS,55.2507,5,0.03,0.15,20.8863,4,0.08,0.32,14.0136,4,0.08,0.32,19.7861,4,0.12,0.48,10.8168,5,0.04,0.2,,,0.05,0,0.8178,4,0.06,0.24,0.4471,3,0.02,0.06,8.7445,4,0.06,0.24,,,0.06,0,27.1864,1,0.06,0.06,5.3791,1,0.06,0.06,,,0.05,0,0,2,0.06,0.12,14.6522,4,0.03,0.12,36.8515,5,0.03,0.15,1.6453,4,0.03,0.12,1.0144,1,0.03,0.03,0.7719,3,0.03,0.09,,,0.02,0,,,0.03,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
