Ticker,Sector,Industry,Stock_Type,Year,Price,Funda_Score,Funda_Label,GPM (%) | Raw,GPM (%) | Skor(1-5),GPM (%) | Bobot,GPM (%) | Kontribusi,OPM (%) | Raw,OPM (%) | Skor(1-5),OPM (%) | Bobot,OPM (%) | Kontribusi,NPM (%) | Raw,NPM (%) | Skor(1-5),NPM (%) | Bobot,NPM (%) | Kontribusi,ROE (%) | Raw,ROE (%) | Skor(1-5),ROE (%) | Bobot,ROE (%) | Kontribusi,ROA (%) | Raw,ROA (%) | Skor(1-5),ROA (%) | Bobot,ROA (%) | Kontribusi,FCF/Net Income | Raw,FCF/Net Income | Skor(1-5),FCF/Net Income | Bobot,FCF/Net Income | Kontribusi,DER (x) | Raw,DER (x) | Skor(1-5),DER (x) | Bobot,DER (x) | Kontribusi,DAR (x) | Raw,DAR (x) | Skor(1-5),DAR (x) | Bobot,DAR (x) | Kontribusi,Interest Cov. (x) | Raw,Interest Cov. (x) | Skor(1-5),Interest Cov. (x) | Bobot,Interest Cov. (x) | Kontribusi,Net Debt/EBITDA (x) | Raw,Net Debt/EBITDA (x) | Skor(1-5),Net Debt/EBITDA (x) | Bobot,Net Debt/EBITDA (x) | Kontribusi,PER (x) | Raw,PER (x) | Skor(1-5),PER (x) | Bobot,PER (x) | Kontribusi,PBV (x) | Raw,PBV (x) | Skor(1-5),PBV (x) | Bobot,PBV (x) | Kontribusi,EV/EBITDA (x) | Raw,EV/EBITDA (x) | Skor(1-5),EV/EBITDA (x) | Bobot,EV/EBITDA (x) | Kontribusi,Div. Yield (%) | Raw,Div. Yield (%) | Skor(1-5),Div. Yield (%) | Bobot,Div. Yield (%) | Kontribusi,Revenue CAGR 3Y (%) | Raw,Revenue CAGR 3Y (%) | Skor(1-5),Revenue CAGR 3Y (%) | Bobot,Revenue CAGR 3Y (%) | Kontribusi,EPS CAGR 3Y (%) | Raw,EPS CAGR 3Y (%) | Skor(1-5),EPS CAGR 3Y (%) | Bobot,EPS CAGR 3Y (%) | Kontribusi,Current Ratio (x) | Raw,Current Ratio (x) | Skor(1-5),Current Ratio (x) | Bobot,Current Ratio (x) | Kontribusi,Inventory TO (x) | Raw,Inventory TO (x) | Skor(1-5),Inventory TO (x) | Bobot,Inventory TO (x) | Kontribusi,Asset Turnover (x) | Raw,Asset Turnover (x) | Skor(1-5),Asset Turnover (x) | Bobot,Asset Turnover (x) | Kontribusi,Receivables TO (x) | Raw,Receivables TO (x) | Skor(1-5),Receivables TO (x) | Bobot,Receivables TO (x) | Kontribusi,Cash Conv. Cycle (hari) | Raw,Cash Conv. Cycle (hari) | Skor(1-5),Cash Conv. Cycle (hari) | Bobot,Cash Conv. Cycle (hari) | Kontribusi,NPM Bank (%) | Raw,NPM Bank (%) | Skor(1-5),NPM Bank (%) | Bobot,NPM Bank (%) | Kontribusi,ROE Bank (%) | Raw,ROE Bank (%) | Skor(1-5),ROE Bank (%) | Bobot,ROE Bank (%) | Kontribusi,ROA Bank (%) | Raw,ROA Bank (%) | Skor(1-5),ROA Bank (%) | Bobot,ROA Bank (%) | Kontribusi,FCF/Net Income Bank | Raw,FCF/Net Income Bank | Skor(1-5),FCF/Net Income Bank | Bobot,FCF/Net Income Bank | Kontribusi,Risk Factor | Raw,Risk Factor | Skor(1-5),Risk Factor | Bobot,Risk Factor | Kontribusi,Asset Turnover Bank (x) | Raw,Asset Turnover Bank (x) | Skor(1-5),Asset Turnover Bank (x) | Bobot,Asset Turnover Bank (x) | Kontribusi,PER Bank (x) | Raw,PER Bank (x) | Skor(1-5),PER Bank (x) | Bobot,PER Bank (x) | Kontribusi,PBV Bank (x) | Raw,PBV Bank (x) | Skor(1-5),PBV Bank (x) | Bobot,PBV Bank (x) | Kontribusi,Div. Yield Bank (%) | Raw,Div. Yield Bank (%) | Skor(1-5),Div. Yield Bank (%) | Bobot,Div. Yield Bank (%) | Kontribusi,Revenue CAGR 3Y Bank (%) | Raw,Revenue CAGR 3Y Bank (%) | Skor(1-5),Revenue CAGR 3Y Bank (%) | Bobot,Revenue CAGR 3Y Bank (%) | Kontribusi,EPS CAGR 3Y Bank (%) | Raw,EPS CAGR 3Y Bank (%) | Skor(1-5),EPS CAGR 3Y Bank (%) | Bobot,EPS CAGR 3Y Bank (%) | Kontribusi,GPM Karya (%) | Raw,GPM Karya (%) | Skor(1-5),GPM Karya (%) | Bobot,GPM Karya (%) | Kontribusi,OPM Karya (%) | Raw,OPM Karya (%) | Skor(1-5),OPM Karya (%) | Bobot,OPM Karya (%) | Kontribusi,DER Karya (x) | Raw,DER Karya (x) | Skor(1-5),DER Karya (x) | Bobot,DER Karya (x) | Kontribusi,Interest Cov. Karya (x) | Raw,Interest Cov. Karya (x) | Skor(1-5),Interest Cov. Karya (x) | Bobot,Interest Cov. Karya (x) | Kontribusi,Net Debt/EBITDA Karya (x) | Raw,Net Debt/EBITDA Karya (x) | Skor(1-5),Net Debt/EBITDA Karya (x) | Bobot,Net Debt/EBITDA Karya (x) | Kontribusi,Current Ratio Karya (x) | Raw,Current Ratio Karya (x) | Skor(1-5),Current Ratio Karya (x) | Bobot,Current Ratio Karya (x) | Kontribusi,Receivables TO Karya (x) | Raw,Receivables TO Karya (x) | Skor(1-5),Receivables TO Karya (x) | Bobot,Receivables TO Karya (x) | Kontribusi
ATIC.JK,Technology,Software,umum,TTM,570,5.76,🟡 CUKUP,13.6012,2,0.03,0.06,6.5664,2,0.08,0.16,2.4578,2,0.08,0.16,36.2737,5,0.12,0.6,3.9831,3,0.04,0.12,,,0.05,0,7.7051,1,0.06,0.06,0.8461,1,0.02,0.02,5.5175,4,0.06,0.24,,,0.06,0,6.3378,5,0.06,0.3,2.299,2,0.06,0.12,,,0.05,0,0,2,0.06,0.12,-6.0199,1,0.03,0.03,-397.203,1,0.03,0.03,1.1727,3,0.03,0.09,6.4629,4,0.03,0.12,1.6206,5,0.03,0.15,4.1866,2,0.02,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATIC.JK,Technology,Software,umum,2025,645,6.63,✅ BAGUS,13.6012,2,0.03,0.06,6.5664,2,0.08,0.16,2.4578,2,0.08,0.16,36.2737,5,0.12,0.6,3.9831,3,0.04,0.12,,,0.05,0,7.7051,1,0.06,0.06,0.8461,1,0.02,0.02,5.5175,4,0.06,0.24,1.2768,4,0.06,0.24,7.1717,5,0.06,0.3,2.6015,2,0.06,0.12,3.9612,5,0.05,0.25,0,2,0.06,0.12,275.0885,5,0.03,0.15,44.6605,5,0.03,0.15,1.1727,3,0.03,0.09,6.4629,4,0.03,0.12,1.6206,5,0.03,0.15,4.1866,2,0.02,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATIC.JK,Technology,Software,umum,2024,374,6.34,🟡 CUKUP,12.8157,2,0.03,0.06,6.2097,2,0.08,0.16,2.0476,2,0.08,0.16,45.8794,5,0.12,0.6,3.8705,3,0.04,0.12,,,0.05,0,10.3434,1,0.06,0.06,0.8726,1,0.02,0.02,4.3788,3,0.06,0.18,1.2818,4,0.06,0.24,4.7227,5,0.06,0.3,2.1667,2,0.06,0.12,2.8391,5,0.05,0.25,0,2,0.06,0.12,,,0.03,0,,,0.03,0,1.1427,3,0.03,0.09,8.2708,5,0.03,0.15,1.8903,5,0.03,0.15,5.4341,2,0.02,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATIC.JK,Technology,Software,umum,2023,500,6.07,🟡 CUKUP,11.9326,2,0.03,0.06,5.7509,2,0.08,0.16,2.3039,2,0.08,0.16,114.2828,5,0.12,0.6,4.3246,3,0.04,0.12,,,0.05,0,24.5144,1,0.06,0.06,0.9277,1,0.02,0.02,3.4863,3,0.06,0.18,2.629,3,0.06,0.18,4.923,5,0.06,0.3,5.6261,1,0.06,0.06,4.6013,5,0.05,0.25,0,2,0.06,0.12,,,0.03,0,,,0.03,0,1.0632,3,0.03,0.09,9.6566,5,0.03,0.15,1.8771,5,0.03,0.15,5.5122,2,0.02,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATIC.JK,Technology,Software,umum,2022,392,5.28,🟡 CUKUP,12.7236,2,0.03,0.06,4.6978,1,0.08,0.08,0.8808,2,0.08,0.16,-137.9201,1,0.12,0.12,1.6311,2,0.04,0.08,,,0.05,0,-81.3108,5,0.06,0.3,0.9616,1,0.02,0.02,2.5312,3,0.06,0.18,2.4186,3,0.06,0.18,13.1948,4,0.06,0.24,,,0.06,0,4.8924,5,0.05,0.25,0,2,0.06,0.12,,,0.03,0,,,0.03,0,0.8949,2,0.03,0.06,9.7064,5,0.03,0.15,1.852,5,0.03,0.15,5.4563,2,0.02,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATIC.JK,Technology,Software,umum,2021,800,3.39,❌ BURUK,0,1,0.03,0.03,0,1,0.08,0.08,0,2,0.08,0.16,0,1,0.12,0.12,0,1,0.04,0.04,,,0.05,0,0,5,0.06,0.3,0,5,0.02,0.1,0,1,0.06,0.06,,,0.06,0,,,0.06,0,,,0.06,0,,,0.05,0,0,2,0.06,0.12,,,0.03,0,,,0.03,0,0,1,0.03,0.03,0,1,0.03,0.03,0,1,0.03,0.03,0,1,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BELI.JK,Consumer Cyclical,Internet Retail,umum,TTM,408,3.9,⚠️ KURANG,18.6024,2,0.03,0.06,-9.6032,1,0.08,0.08,-11.0228,1,0.08,0.08,-25.3579,1,0.12,0.12,-13.1905,1,0.04,0.04,,,0.05,0,0.9014,4,0.06,0.24,0.4689,3,0.02,0.06,-8.418,1,0.06,0.06,,,0.06,0,,,0.06,0,5.9856,1,0.06,0.06,,,0.05,0,0,2,0.06,0.12,13.1151,4,0.03,0.12,,,0.03,0,1.295,3,0.03,0.09,5.9233,4,0.03,0.12,1.1967,4,0.03,0.12,8.6289,3,0.02,0.06,51.8932,3,0.03,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BELI.JK,Consumer Cyclical,Internet Retail,umum,2025,492,4.03,⚠️ KURANG,17.4847,2,0.03,0.06,-8.8896,1,0.08,0.08,-10.1913,1,0.08,0.08,-24.6114,1,0.12,0.12,-12.8022,1,0.04,0.04,,,0.05,0,0.9014,4,0.06,0.24,0.4689,3,0.02,0.06,-8.3472,1,0.06,0.06,,,0.06,0,,,0.06,0,7.218,1,0.06,0.06,,,0.05,0,0,2,0.06,0.12,13.5602,4,0.03,0.12,,,0.03,0,1.295,3,0.03,0.09,6.3034,4,0.03,0.12,1.2562,5,0.03,0.15,9.0582,4,0.02,0.08,49.3103,3,0.03,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BELI.JK,Consumer Cyclical,Internet Retail,umum,2024,450,3.92,⚠️ KURANG,19.7337,2,0.03,0.06,-13.9686,1,0.08,0.08,-15.1438,1,0.08,0.08,-26.3789,1,0.12,0.12,-15.6612,1,0.04,0.04,,,0.05,0,0.6615,4,0.06,0.24,0.3928,4,0.02,0.08,-9.3319,1,0.06,0.06,,,0.06,0,,,0.06,0,6.1431,1,0.06,0.06,,,0.05,0,0,2,0.06,0.12,,,0.03,0,,,0.03,0,1.4897,3,0.03,0.09,7.0975,4,0.03,0.12,1.0342,4,0.03,0.12,10.2437,4,0.02,0.08,28.4012,4,0.03,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BELI.JK,Consumer Cyclical,Internet Retail,umum,2023,482,3.84,⚠️ KURANG,16.3216,2,0.03,0.06,-24.3671,1,0.08,0.08,-24.7434,1,0.08,0.08,-47.7859,1,0.12,0.12,-28.3602,1,0.04,0.04,,,0.05,0,0.656,4,0.06,0.24,0.3893,4,0.02,0.08,-30.9358,1,0.06,0.06,,,0.06,0,,,0.06,0,7.6381,1,0.06,0.06,,,0.05,0,0,2,0.06,0.12,,,0.03,0,,,0.03,0,1.4584,3,0.03,0.09,7.3499,4,0.03,0.12,1.1462,4,0.03,0.12,11.6489,4,0.02,0.08,40.7979,3,0.03,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BELI.JK,Consumer Cyclical,Internet Retail,umum,2022,470,4.21,⚠️ KURANG,8.0037,1,0.03,0.03,-32.7932,1,0.08,0.08,-36.0416,1,0.08,0.08,-54.0363,1,0.12,0.12,-39.0943,1,0.04,0.04,,,0.05,0,0.353,5,0.06,0.3,0.2554,4,0.02,0.08,-19.4988,1,0.06,0.06,,,0.06,0,,,0.06,0,5.4684,1,0.06,0.06,,,0.05,0,0,2,0.06,0.12,,,0.03,0,,,0.03,0,2.4122,4,0.03,0.12,10.3693,5,0.03,0.15,1.0847,4,0.03,0.12,15.3996,5,0.02,0.1,19.3003,4,0.03,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUKA.JK,Consumer Cyclical,Internet Retail,umum,TTM,170,4.72,⚠️ KURANG,8.6622,1,0.03,0.03,-4.6978,1,0.08,0.08,-4.2259,1,0.08,0.08,-0.9907,1,0.12,0.12,-0.9629,1,0.04,0.04,,,0.05,0,0.0284,5,0.06,0.3,0.0276,5,0.02,0.1,-6.3143,1,0.06,0.06,,,0.06,0,,,0.06,0,0.6931,4,0.06,0.24,,,0.05,0,0,2,0.06,0.12,10.1478,4,0.03,0.12,,,0.03,0,37.0722,5,0.03,0.15,27.4709,5,0.03,0.15,0.2279,1,0.03,0.03,21.2547,5,0.02,0.1,28.461,4,0.03,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUKA.JK,Consumer Cyclical,Internet Retail,umum,2025,158,7.2,✅ BAGUS,7.9766,1,0.03,0.03,-2.69,1,0.08,0.08,48.2648,5,0.08,0.4,12.4186,4,0.12,0.48,12.0705,5,0.04,0.2,,,0.05,0,0.0284,5,0.06,0.3,0.0276,5,0.02,0.1,-9.3103,1,0.06,0.06,,,0.06,0,5.1869,5,0.06,0.3,0.6441,4,0.06,0.24,,,0.05,0,0,2,0.06,0.12,21.6252,5,0.03,0.15,16.5384,4,0.03,0.12,37.0722,5,0.03,0.15,30.3783,5,0.03,0.15,0.2501,1,0.03,0.03,23.329,5,0.02,0.1,25.8538,4,0.03,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUKA.JK,Consumer Cyclical,Internet Retail,umum,2024,125,4.67,⚠️ KURANG,16.0682,2,0.03,0.06,-14.5525,1,0.08,0.08,-34.6781,1,0.08,0.08,-6.5286,1,0.12,0.12,-6.2381,1,0.04,0.04,,,0.05,0,0.0462,5,0.06,0.3,0.0441,5,0.02,0.1,-20.4746,1,0.06,0.06,,,0.06,0,,,0.06,0,0.5441,4,0.06,0.24,,,0.05,0,0,2,0.06,0.12,,,0.03,0,,,0.03,0,17.3815,5,0.03,0.15,23.8327,5,0.03,0.15,0.1799,1,0.03,0.03,63.7422,5,0.02,0.1,16.2944,4,0.03,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUKA.JK,Consumer Cyclical,Internet Retail,umum,2023,216,4.75,⚠️ KURANG,23.6736,3,0.03,0.09,-17.9426,1,0.08,0.08,-30.7633,1,0.08,0.08,-5.3949,1,0.12,0.12,-5.2263,1,0.04,0.04,,,0.05,0,0.0313,5,0.06,0.3,0.0303,5,0.02,0.1,-60.5212,1,0.06,0.06,,,0.06,0,,,0.06,0,0.8799,4,0.06,0.24,,,0.05,0,0,2,0.06,0.12,,,0.03,0,,,0.03,0,28.1306,5,0.03,0.15,31.9114,5,0.03,0.15,0.1699,1,0.03,0.03,35.0655,5,0.02,0.1,13.3392,4,0.03,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUKA.JK,Consumer Cyclical,Internet Retail,umum,2022,262,6.22,🟡 CUKUP,29.2523,3,0.03,0.09,-68.4107,1,0.08,0.08,54.8212,5,0.08,0.4,7.489,2,0.12,0.24,7.2378,4,0.04,0.16,,,0.05,0,0.0343,5,0.06,0.3,0.0331,5,0.02,0.1,-85.7609,1,0.06,0.06,,,0.06,0,13.6131,4,0.06,0.24,1.0195,3,0.06,0.18,,,0.05,0,0,2,0.06,0.12,,,0.03,0,,,0.03,0,27.2055,5,0.03,0.15,36.0519,5,0.03,0.15,0.132,1,0.03,0.03,52.2364,5,0.02,0.1,5.8945,4,0.03,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYBR.JK,Technology,Software - Infrastructure,umum,TTM,1360,8.12,⭐ SANGAT BAGUS,55.089,5,0.03,0.15,32.8922,5,0.08,0.4,21.3913,5,0.08,0.4,51.8803,5,0.12,0.6,31.7573,5,0.04,0.2,,,0.05,0,0.6286,4,0.06,0.24,0.3848,4,0.02,0.08,33.8246,5,0.06,0.3,,,0.06,0,69.0982,1,0.06,0.06,35.8483,1,0.06,0.06,,,0.05,0,0,2,0.06,0.12,43.6127,5,0.03,0.15,,,0.03,0,3.0463,5,0.03,0.15,1671.3747,5,0.03,0.15,1.4846,5,0.03,0.15,10.7216,4,0.02,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYBR.JK,Technology,Software - Infrastructure,umum,2025,1795,7.57,✅ BAGUS,53.9839,5,0.03,0.15,23.6508,4,0.08,0.32,12.1848,4,0.08,0.32,25.1933,5,0.12,0.6,15.4215,5,0.04,0.2,,,0.05,0,0.6286,4,0.06,0.24,0.3848,4,0.02,0.08,23.1479,5,0.06,0.3,0.2034,5,0.06,0.3,186.5823,1,0.06,0.06,47.0063,1,0.06,0.06,96.3298,1,0.05,0.05,0,2,0.06,0.12,41.2573,5,0.03,0.15,,,0.03,0,3.0463,5,0.03,0.15,1459.9338,5,0.03,0.15,1.2656,5,0.03,0.15,9.1403,4,0.02,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYBR.JK,Technology,Software - Infrastructure,umum,2024,392,3.26,❌ BURUK,36.2279,4,0.03,0.12,0.1657,1,0.08,0.08,0.2337,2,0.08,0.16,0.7832,1,0.12,0.12,0.2851,1,0.04,0.04,,,0.05,0,1.7477,2,0.06,0.12,0.6361,2,0.02,0.04,0.1107,1,0.06,0.06,58.3102,1,0.06,0.06,3326.8942,1,0.06,0.06,26.0578,1,0.06,0.06,4750.4793,1,0.05,0.05,0,2,0.06,0.12,,,0.03,0,,,0.03,0,2.0565,4,0.03,0.12,0,1,0.03,0.03,1.2196,5,0.03,0.15,6.6803,3,0.02,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYBR.JK,Technology,Software - Infrastructure,umum,2023,220,3.47,❌ BURUK,26.5232,3,0.03,0.09,-18.8235,1,0.08,0.08,-17.0874,1,0.08,0.08,-37.2669,1,0.12,0.12,-16.9936,1,0.04,0.04,,,0.05,0,1.193,3,0.06,0.18,0.544,3,0.02,0.06,-11.1407,1,0.06,0.06,,,0.06,0,,,0.06,0,14.8238,1,0.06,0.06,,,0.05,0,0,2,0.06,0.12,,,0.03,0,,,0.03,0,3.052,5,0.03,0.15,0,1,0.03,0.03,0.9945,4,0.03,0.12,7.1201,3,0.02,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCII.JK,Technology,Software,umum,TTM,199300,7.67,✅ BAGUS,56.9554,5,0.03,0.15,52.219,5,0.08,0.4,42.8497,5,0.08,0.4,29.2616,5,0.12,0.6,17.1513,5,0.04,0.2,,,0.05,0,0.6782,4,0.06,0.24,0.3975,4,0.02,0.08,16.2206,5,0.06,0.3,,,0.06,0,416.6324,1,0.06,0.06,121.9132,1,0.06,0.06,,,0.05,0,0,2,0.06,0.12,26.7821,5,0.03,0.15,30.4022,5,0.03,0.15,0.9497,2,0.03,0.06,56.4774,5,0.03,0.15,0.4003,2,0.03,0.06,4.3216,2,0.02,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCII.JK,Technology,Software,umum,2025,200000,7.39,✅ BAGUS,54.0545,5,0.03,0.15,48.8472,5,0.08,0.4,39.4221,5,0.08,0.4,25.6958,5,0.12,0.6,15.0612,5,0.04,0.2,,,0.05,0,0.6782,4,0.06,0.24,0.3975,4,0.02,0.08,14.0975,5,0.06,0.3,1.3085,4,0.06,0.24,476.1145,1,0.06,0.06,122.3414,1,0.06,0.06,385.5565,1,0.05,0.05,0,2,0.06,0.12,34.499,5,0.03,0.15,39.628,5,0.03,0.15,0.9497,2,0.03,0.06,57.5401,5,0.03,0.15,0.3821,2,0.03,0.06,4.1249,2,0.02,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCII.JK,Technology,Software,umum,2024,42100,7.3,✅ BAGUS,58.3214,5,0.03,0.15,53.5648,5,0.08,0.4,43.945,5,0.08,0.4,27.5026,5,0.12,0.6,16.5242,5,0.04,0.2,,,0.05,0,0.6272,4,0.06,0.24,0.3768,4,0.02,0.08,12.3363,5,0.06,0.3,0.8697,5,0.06,0.3,125.9992,1,0.06,0.06,34.6531,1,0.06,0.06,104.2405,1,0.05,0.05,0,2,0.06,0.12,,,0.03,0,,,0.03,0,0.9421,2,0.03,0.06,106.7103,5,0.03,0.15,0.376,2,0.03,0.06,2.8764,1,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCII.JK,Technology,Software,umum,2023,43000,7.15,✅ BAGUS,59.089,5,0.03,0.15,52.3704,5,0.08,0.4,39.3792,5,0.08,0.4,24.4918,5,0.12,0.6,13.9871,5,0.04,0.2,,,0.05,0,0.6999,4,0.06,0.24,0.3997,4,0.02,0.08,7.0706,4,0.06,0.24,1.0689,4,0.06,0.24,199.3285,1,0.06,0.06,48.8192,1,0.06,0.06,150.9512,1,0.05,0.05,0,2,0.06,0.12,,,0.03,0,,,0.03,0,1.3355,3,0.03,0.09,57.8051,5,0.03,0.15,0.3552,2,0.03,0.06,4.9452,2,0.02,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCII.JK,Technology,Software,umum,2022,36825,6.76,✅ BAGUS,57.433,5,0.03,0.15,50.5483,5,0.08,0.4,35.2354,5,0.08,0.4,23.2048,5,0.12,0.6,11.4323,5,0.04,0.2,,,0.05,0,1.0298,3,0.06,0.18,0.5073,3,0.02,0.06,6.3773,4,0.06,0.24,2.0114,3,0.06,0.18,238.639,1,0.06,0.06,55.3757,1,0.06,0.06,168.3584,1,0.05,0.05,0,2,0.06,0.12,,,0.03,0,,,0.03,0,0.944,2,0.03,0.06,88.9294,5,0.03,0.15,0.3245,2,0.03,0.06,5.3054,2,0.02,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCII.JK,Technology,Software,umum,2021,43975,3.39,❌ BURUK,0,1,0.03,0.03,0,1,0.08,0.08,0,2,0.08,0.16,0,1,0.12,0.12,0,1,0.04,0.04,,,0.05,0,0,5,0.06,0.3,0,5,0.02,0.1,0,1,0.06,0.06,,,0.06,0,,,0.06,0,,,0.06,0,,,0.05,0,0,2,0.06,0.12,,,0.03,0,,,0.03,0,0,1,0.03,0.03,0,1,0.03,0.03,0,1,0.03,0.03,0,1,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIVA.JK,Technology,Software - Application,umum,TTM,166,6.44,🟡 CUKUP,4.5605,1,0.03,0.03,0.4388,1,0.08,0.08,1.3254,2,0.08,0.16,7.3309,2,0.12,0.24,6.2964,4,0.04,0.16,,,0.05,0,0.0534,5,0.06,0.3,0.0459,5,0.02,0.1,6.0361,4,0.06,0.24,,,0.06,0,5.0029,5,0.06,0.3,0.3668,5,0.06,0.3,,,0.05,0,0,2,0.06,0.12,-311.1055,1,0.03,0.03,,,0.03,0,21.2669,5,0.03,0.15,24.8947,5,0.03,0.15,4.7507,5,0.03,0.15,20.5541,5,0.02,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIVA.JK,Technology,Software - Application,umum,2025,167,6.86,✅ BAGUS,4.5605,1,0.03,0.03,0.4388,1,0.08,0.08,1.3254,2,0.08,0.16,7.3309,2,0.12,0.24,6.2964,4,0.04,0.16,,,0.05,0,0.0534,5,0.06,0.3,0.0459,5,0.02,0.1,6.0361,4,0.06,0.24,-1,5,0.06,0.3,5.1358,5,0.06,0.3,0.3765,5,0.06,0.3,13.2294,4,0.05,0.2,1.2575,2,0.06,0.12,-10.3751,1,0.03,0.03,122.0143,5,0.03,0.15,21.2669,5,0.03,0.15,24.8947,5,0.03,0.15,4.7507,5,0.03,0.15,20.5541,5,0.02,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIVA.JK,Technology,Software - Application,umum,2024,133,5.9,🟡 CUKUP,3.8485,1,0.03,0.03,0.5411,1,0.08,0.08,-5.6919,1,0.08,0.08,-40.4922,1,0.12,0.12,-30.6065,1,0.04,0.04,,,0.05,0,0.2071,5,0.06,0.3,0.1566,5,0.02,0.1,3.3471,3,0.06,0.18,-1,5,0.06,0.3,,,0.06,0,0.3239,5,0.06,0.3,8.3959,5,0.05,0.25,0,2,0.06,0.12,,,0.03,0,,,0.03,0,5.1721,5,0.03,0.15,24.0236,5,0.03,0.15,5.3772,5,0.03,0.15,27.408,5,0.02,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
